FIR_ID,Crime_Type,Crime_Category,District,Police_Station,Latitude,Longitude,Date,Time,Victim_Age,Victim_Gender,Suspect_ID,Suspect_Age,Suspect_Gender,Previous_Offenses,Socio_Economic_Index,Investigation_Status,Crime_Severity,Financial_Loss,Risk_Level
FIR-2025-11920,Money Laundering,Economic Crimes,Mysuru,Lashkar PS,12.303444914390065,76.6494875463317,2024-08-28,03:51:26,44,Female,SUS-0434,24,Male,0,40,Chargesheeted,Low,96662.42,Low
FIR-2025-11921,Extortion,Violent Crimes,Ballari,Cowlbazar PS,15.159962387234916,76.88857658816585,2024-06-06,12:01:08,12,Female,SUS-0065,34,Male,1,35,Under Investigation,High,0.0,Medium
FIR-2024-11922,Stalking,Crimes Against Women,Bengaluru Urban,Whitefield PS,12.964179858838552,77.63846375156729,2024-07-22,00:04:28,20,Female,SUS-0093,25,Female,0,74,Chargesheeted,Medium,0.0,Low
FIR-2025-11923,Drug Possession,Narcotics,Hubballi-Dharwad,Keshwapur PS,15.36685140503533,75.14657100842595,2024-02-25,16:28:36,40,Male,SUS-0184,29,Male,0,37,Under Investigation,Medium,0.0,Medium
FIR-2024-11924,Kidnapping,Violent Crimes,Mysuru,Krishnaraja PS,12.275412141244164,76.62868335274588,2024-11-10,01:45:24,20,Female,SUS-0375,29,Female,0,63,Under Investigation,High,0.0,Medium
FIR-2025-11925,Harassment,Crimes Against Women,Bengaluru Urban,Cubbon Park PS,12.93322999211595,77.6325863743445,2025-08-20,14:07:36,18,Female,SUS-0586,25,Female,1,65,Chargesheeted,Medium,0.0,Medium
FIR-2026-11926,Phishing,Cyber Crimes,Kalaburagi,Station Bazar PS,17.315239470915724,76.81798404301826,2025-03-21,12:37:13,41,Male,SUS-0127,37,Male,2,25,Closed,Low,43299.12,Medium
FIR-2025-11927,Bribery,Economic Crimes,Bengaluru Urban,Jayanagar PS,12.972764162685937,77.64003663717064,2025-05-21,17:29:25,44,Female,SUS-0384,32,Female,0,32,Chargesheeted,Medium,215514.5,Medium
FIR-2024-11928,Substance Abuse,Narcotics,Hubballi-Dharwad,Suburban PS,15.389749770642531,75.08421130903857,2026-02-02,15:51:46,12,Male,SUS-0251,38,Male,0,59,Arrested,Medium,0.0,Low
FIR-2024-11929,Assault,Violent Crimes,Hubballi-Dharwad,Suburban PS,15.314682858198376,75.06969470220204,2024-06-16,19:23:27,36,Female,SUS-0232,50,Female,2,39,Under Investigation,High,0.0,High
FIR-2026-11930,House Breaking,Property Crimes,Mangaluru,Barkur PS,12.881703325728433,74.8899549532114,2024-08-05,06:36:55,26,Female,SUS-0040,30,Male,0,69,Under Investigation,Medium,96746.16,Low
FIR-2024-11931,Identity Theft,Cyber Crimes,Belagavi,Khade Bazar PS,15.912283249642297,74.49672735780904,2024-09-02,12:59:51,13,Male,SUS-0192,52,Male,0,43,Chargesheeted,Low,63256.14,Low
FIR-2024-11932,Murder,Violent Crimes,Bengaluru Urban,Jayanagar PS,12.942627697448644,77.63446325181098,2025-12-27,17:55:21,18,Male,SUS-0165,22,Male,0,40,Chargesheeted,High,0.0,Medium
FIR-2026-11933,Assault,Violent Crimes,Bengaluru Urban,Koramangala PS,12.957515800234223,77.5410203134812,2024-09-14,02:27:39,36,Male,SUS-0212,29,Male,0,46,Chargesheeted,High,0.0,Medium
FIR-2024-11934,Financial Fraud,Economic Crimes,Kalaburagi,Station Bazar PS,17.388672517571667,76.84019689765691,2025-05-21,16:09:56,45,Female,SUS-0479,27,Male,1,29,Arrested,Low,84825.41,Low
FIR-2024-11935,Vehicle Theft,Property Crimes,Hubballi-Dharwad,Town PS,15.345002344643149,75.12943431398212,2026-05-12,04:57:24,44,Female,SUS-0454,38,Male,0,52,Under Investigation,Medium,8763.18,Low
FIR-2026-11936,Murder,Violent Crimes,Davanagere,KTJ Nagar PS,14.514491019101223,75.93198162585598,2024-03-12,17:14:07,47,Female,SUS-0408,19,Male,2,59,Under Investigation,High,0.0,Medium
FIR-2024-11937,Drug Trafficking,Narcotics,Davanagere,KTJ Nagar PS,14.393898915546199,75.90680864599847,2024-06-07,13:40:46,44,Male,SUS-0505,30,Male,0,46,Under Investigation,Medium,0.0,Medium
FIR-2024-11938,Financial Fraud,Economic Crimes,Ballari,Brucepet PS,15.105135494258,76.956809464546,2025-02-28,12:59:19,33,Female,SUS-0454,38,Male,0,41,Chargesheeted,High,451610.5,Medium
FIR-2024-11939,Financial Fraud,Economic Crimes,Hubballi-Dharwad,Suburban PS,15.279681856082233,75.10488774103199,2025-01-22,10:10:39,22,Female,SUS-0139,24,Male,0,37,Arrested,Medium,330248.83,Medium
FIR-2024-11940,Stalking,Crimes Against Women,Bengaluru Urban,Cubbon Park PS,13.036889810355955,77.58276113984455,2026-03-21,01:08:57,28,Female,SUS-0589,45,Male,1,56,Arrested,Medium,0.0,Medium
FIR-2025-11941,Drug Possession,Narcotics,Kalaburagi,Raghavendra Nagar PS,17.25149747829114,76.87098669342953,2024-06-20,14:26:08,37,Male,SUS-0003,29,Male,0,32,Under Investigation,High,0.0,Medium
FIR-2024-11942,Online Fraud,Cyber Crimes,Mysuru,Lashkar PS,12.292261582165905,76.70125788062859,2026-05-12,12:12:51,60,Female,SUS-0366,30,Male,1,67,Chargesheeted,Medium,57442.23,Medium
FIR-2025-11943,Financial Fraud,Economic Crimes,Bengaluru Urban,Whitefield PS,12.918888886482815,77.65918917212028,2025-02-25,14:17:20,28,Male,SUS-0214,23,Male,0,80,Under Investigation,Low,41440.01,Low
FIR-2026-11944,Extortion,Violent Crimes,Ballari,Cowlbazar PS,15.102975352091818,76.95335325737095,2026-02-27,17:45:17,60,Male,SUS-0264,22,Female,0,46,Under Investigation,High,0.0,Medium
FIR-2025-11945,Hacking,Cyber Crimes,Ballari,Brucepet PS,15.163181600296758,76.88163668022007,2025-08-26,10:00:55,54,Male,SUS-0213,35,Male,0,37,Under Investigation,Low,142791.42,Low
FIR-2025-11946,Murder,Violent Crimes,Mysuru,Krishnaraja PS,12.297753244992336,76.60206314933158,2024-08-09,04:47:14,47,Female,SUS-0399,26,Male,0,43,Untraced,High,0.0,Medium
FIR-2026-11947,Hacking,Cyber Crimes,Bengaluru Urban,Jayanagar PS,12.952106402958433,77.600711294684,2025-08-22,02:42:55,60,Male,SUS-0296,51,Male,2,48,Under Investigation,Low,364914.46,Medium
FIR-2025-11948,Financial Fraud,Economic Crimes,Mysuru,Lashkar PS,12.240246265270821,76.67440859900653,2024-01-05,05:43:28,33,Male,SUS-0168,28,Male,1,46,Arrested,High,285283.08,Medium
FIR-2026-11949,Vehicle Theft,Property Crimes,Davanagere,KTJ Nagar PS,14.473316058150216,75.92793684782016,2025-12-21,09:11:52,21,Male,SUS-0403,28,Male,0,53,Chargesheeted,Low,19645.35,Low
FIR-2026-11950,Tax Evasion,Economic Crimes,Shivamogga,Kote PS,13.838105492178777,75.5964162447064,2024-03-06,04:13:28,23,Male,SUS-0495,46,Male,0,59,Chargesheeted,Low,49651.03,Low
FIR-2025-11951,Financial Fraud,Economic Crimes,Bengaluru Urban,Koramangala PS,13.052299540743892,77.57666038276534,2025-02-01,02:46:12,50,Female,SUS-0590,33,Male,3,52,Chargesheeted,Low,85912.26,Medium
FIR-2025-11952,Bribery,Economic Crimes,Bengaluru Urban,Jayanagar PS,12.97920652777902,77.61273281999006,2025-09-05,21:20:32,44,Male,SUS-0276,29,Male,0,73,Under Investigation,High,147285.69,Medium
FIR-2024-11953,House Breaking,Property Crimes,Ballari,Cowlbazar PS,15.170466089727698,76.92251998180778,2025-07-08,19:54:58,23,Male,SUS-0403,28,Male,0,26,Chargesheeted,Medium,233674.97,Medium
FIR-2026-11954,House Breaking,Property Crimes,Mysuru,Lashkar PS,12.312696912887105,76.59215214901974,2025-08-10,12:25:08,12,Male,SUS-0336,48,Male,1,51,Under Investigation,Low,62302.6,Low
FIR-2025-11955,Hacking,Cyber Crimes,Hubballi-Dharwad,Keshwapur PS,15.295326026640446,75.13068071912467,2024-10-11,12:20:20,49,Female,SUS-0361,24,Male,0,63,Under Investigation,Low,52823.32,Low
FIR-2025-11956,Online Fraud,Cyber Crimes,Hassan,Hassan Rural PS,13.002375236858047,76.17318140496312,2025-03-17,12:33:28,25,Male,SUS-0425,33,Male,0,65,Under Investigation,Medium,60360.24,Low
FIR-2025-11957,Drug Trafficking,Narcotics,Bengaluru Urban,Koramangala PS,13.003155183244969,77.55588148642153,2024-12-31,13:24:22,24,Male,SUS-0158,39,Female,0,44,Chargesheeted,High,0.0,Medium
FIR-2025-11958,Stalking,Crimes Against Women,Mangaluru,Urwa PS,12.880425065963315,74.83904234801756,2024-03-11,18:39:30,51,Female,SUS-0178,35,Male,0,64,Under Investigation,Low,0.0,Low
FIR-2026-11959,Stalking,Crimes Against Women,Bengaluru Urban,Cubbon Park PS,12.990113703162791,77.59343800189941,2024-01-18,07:53:20,35,Female,SUS-0066,31,Male,0,82,Arrested,Low,0.0,Low
FIR-2025-11960,Substance Abuse,Narcotics,Mysuru,Devaraja PS,12.279351727577167,76.58651528234225,2024-02-16,09:51:59,73,Female,SUS-0225,16,Male,0,54,Under Investigation,High,0.0,Medium
FIR-2024-11961,Kidnapping,Violent Crimes,Davanagere,Extension PS,14.479857847340721,75.84664572345028,2026-03-27,17:39:47,40,Female,SUS-0302,23,Male,2,40,Chargesheeted,High,0.0,High
FIR-2026-11962,Cyber Bullying,Cyber Crimes,Mysuru,Lashkar PS,12.310180926411213,76.54245010726888,2025-08-20,19:30:38,48,Female,SUS-0590,33,Male,3,44,Under Investigation,Low,5867.77,Medium
FIR-2025-11963,Kidnapping,Violent Crimes,Chikkamagaluru,Rural PS,13.292926377216968,75.77031824928143,2024-06-05,03:13:23,37,Male,SUS-0540,31,Male,0,54,Chargesheeted,Medium,0.0,Low
FIR-2024-11964,Phishing,Cyber Crimes,Hubballi-Dharwad,Keshwapur PS,15.442290730529466,75.06841785683531,2024-07-28,12:48:44,23,Male,SUS-0456,36,Male,3,35,Chargesheeted,Low,76043.86,Medium
FIR-2025-11965,House Breaking,Property Crimes,Bengaluru Urban,Cubbon Park PS,12.939950340904105,77.57481891662191,2025-10-17,21:01:56,26,Male,SUS-0562,50,Male,0,66,Chargesheeted,Medium,17036.64,Low
FIR-2025-11966,Vehicle Theft,Property Crimes,Bengaluru Urban,Koramangala PS,12.98299357204746,77.57860073359967,2024-06-21,08:09:41,35,Female,SUS-0093,25,Female,0,59,Under Investigation,High,200381.39,Medium
FIR-2024-11967,Kidnapping,Violent Crimes,Mysuru,Krishnaraja PS,12.26931787111237,76.65886543824578,2025-06-17,00:29:12,21,Male,SUS-0260,31,Male,2,66,Under Investigation,High,0.0,Medium
FIR-2026-11968,Vehicle Theft,Property Crimes,Mysuru,Vidyaranyapuram PS,12.25365909518736,76.63407662288317,2025-04-27,14:23:39,8,Male,SUS-0117,23,Male,1,42,Chargesheeted,Medium,8284.84,Medium
FIR-2025-11969,House Breaking,Property Crimes,Bengaluru Urban,Whitefield PS,12.977182526112854,77.61967926659187,2025-12-04,16:33:48,27,Male,SUS-0326,30,Female,3,58,Under Investigation,High,48687.21,High
FIR-2025-11970,Money Laundering,Economic Crimes,Mysuru,Krishnaraja PS,12.256806576938857,76.60707018028047,2024-04-18,05:15:41,27,Male,SUS-0418,33,Male,0,62,Chargesheeted,Medium,118049.0,Low
FIR-2026-11971,Cyber Bullying,Cyber Crimes,Mysuru,Vidyaranyapuram PS,12.306004923524938,76.61045941209272,2026-01-03,15:18:59,66,Male,SUS-0400,36,Male,0,40,Chargesheeted,Medium,12681.61,Medium
FIR-2025-11972,Substance Abuse,Narcotics,Kalaburagi,Chowk PS,17.30114583358828,76.8461941017131,2026-05-13,20:58:43,16,Male,SUS-0543,21,Male,0,43,Chargesheeted,High,0.0,Medium
FIR-2024-11973,House Breaking,Property Crimes,Belagavi,Khade Bazar PS,15.87677531280613,74.43506574461382,2025-07-07,04:56:24,42,Male,SUS-0577,29,Female,0,48,Under Investigation,Medium,17478.79,Medium
FIR-2026-11974,House Breaking,Property Crimes,Belagavi,Market PS,15.829949864325538,74.536729557791,2025-03-06,14:46:09,35,Female,SUS-0122,33,Male,2,45,Under Investigation,Medium,48492.71,Medium
FIR-2026-11975,Murder,Violent Crimes,Bengaluru Urban,Koramangala PS,13.008234122332563,77.59665567875899,2024-06-04,07:30:43,34,Male,SUS-0431,16,Male,1,45,Chargesheeted,High,0.0,Medium
FIR-2026-11976,Theft,Property Crimes,Bengaluru Urban,Jayanagar PS,12.979444371685274,77.67561136834486,2025-10-04,17:17:51,29,Female,SUS-0595,37,Male,0,44,Untraced,High,40106.08,Medium
FIR-2026-11977,Cyber Bullying,Cyber Crimes,Belagavi,Khade Bazar PS,15.842934601573122,74.48588570589247,2025-03-06,06:37:33,27,Female,SUS-0558,45,Female,0,50,Arrested,Low,60661.92,Low
FIR-2025-11978,Assault,Violent Crimes,Hubballi-Dharwad,Suburban PS,15.374196477960437,75.08383562371175,2025-04-18,02:20:31,26,Female,SUS-0590,33,Male,3,50,Under Investigation,High,0.0,High
FIR-2026-11979,Money Laundering,Economic Crimes,Bengaluru Urban,Cubbon Park PS,12.906418428001391,77.62592163629145,2024-06-20,17:13:32,35,Male,SUS-0454,38,Male,1,58,Under Investigation,Medium,363532.34,Medium
FIR-2024-11980,Money Laundering,Economic Crimes,Davanagere,Extension PS,14.480899053565926,75.91536089172541,2025-12-02,04:15:37,45,Male,SUS-0185,40,Female,0,50,Under Investigation,Low,52803.42,Low
FIR-2026-11981,Stalking,Crimes Against Women,Kalaburagi,Raghavendra Nagar PS,17.311750196125203,76.90081484394256,2024-01-29,10:47:05,55,Female,SUS-0560,39,Male,1,47,Under Investigation,Low,0.0,Low
FIR-2026-11982,Assault,Violent Crimes,Hubballi-Dharwad,Keshwapur PS,15.37274662353246,75.22542694565114,2026-05-17,04:52:51,13,Male,SUS-0501,25,Male,1,47,Under Investigation,Medium,0.0,Medium
FIR-2026-11983,Theft,Property Crimes,Bengaluru Urban,Jayanagar PS,12.956283456577243,77.54716942606042,2024-02-07,01:29:37,19,Female,SUS-0164,17,Male,3,37,Arrested,High,35180.56,High
FIR-2026-11984,Tax Evasion,Economic Crimes,Kalaburagi,Raghavendra Nagar PS,17.351934258062073,76.8316452064316,2024-08-24,08:57:45,23,Male,SUS-0448,26,Male,0,38,Under Investigation,Low,48730.17,Low
FIR-2025-11985,Phishing,Cyber Crimes,Mangaluru,Pandeshwar PS,12.939964572079557,74.83560865933315,2024-09-05,01:26:31,34,Female,SUS-0424,24,Male,1,77,Untraced,Low,17534.41,Low
FIR-2024-11986,Vehicle Theft,Property Crimes,Kalaburagi,Chowk PS,17.40512675140221,76.760820673551,2024-12-12,22:28:00,13,Male,SUS-0104,24,Male,0,45,Arrested,Medium,2714.4,Medium
FIR-2026-11987,Phishing,Cyber Crimes,Kalaburagi,Chowk PS,17.30091921948456,76.8524124557322,2024-04-12,10:21:40,43,Female,SUS-0326,30,Female,3,47,Chargesheeted,Low,30461.54,Medium
FIR-2025-11988,Robbery,Property Crimes,Davanagere,Extension PS,14.432538976993586,75.9033320513765,2025-10-21,21:56:47,55,Male,SUS-0287,25,Male,1,42,Under Investigation,Medium,18102.39,Medium
FIR-2026-11989,Theft,Property Crimes,Hubballi-Dharwad,Suburban PS,15.376749915720742,75.17516703109392,2024-04-17,09:04:19,48,Female,SUS-0105,31,Female,1,63,Under Investigation,Low,51407.6,Low
FIR-2026-11990,Hacking,Cyber Crimes,Bengaluru Urban,Whitefield PS,12.952444150812871,77.53162546570705,2026-05-21,14:07:20,8,Female,SUS-0547,38,Male,0,70,Chargesheeted,Medium,138690.01,Low
FIR-2026-11991,Domestic Violence,Crimes Against Women,Belagavi,Camp PS,15.80347034905596,74.5438742514461,2025-03-24,17:03:55,57,Female,SUS-0281,37,Male,3,48,Under Investigation,High,0.0,High
FIR-2025-11992,Bribery,Economic Crimes,Mangaluru,Barkur PS,12.913436910980161,74.8890342231848,2025-06-08,15:36:51,42,Male,SUS-0245,16,Male,0,64,Under Investigation,High,101762.49,Medium
FIR-2025-11993,Identity Theft,Cyber Crimes,Kalaburagi,Station Bazar PS,17.28374427727759,76.76946159802185,2026-04-13,04:39:20,52,Male,SUS-0442,33,Male,0,26,Under Investigation,Medium,5285.82,Medium
FIR-2024-11994,Domestic Violence,Crimes Against Women,Bengaluru Urban,Whitefield PS,12.956719962379397,77.53779384791626,2025-08-19,22:58:10,62,Female,SUS-0151,19,Male,3,42,Chargesheeted,Medium,0.0,Medium
FIR-2026-11995,Murder,Violent Crimes,Bengaluru Urban,Cubbon Park PS,12.974206733643328,77.54288505071182,2025-07-26,04:36:53,35,Female,SUS-0378,31,Male,0,66,Chargesheeted,Medium,0.0,Low
FIR-2026-11996,Tax Evasion,Economic Crimes,Ballari,Brucepet PS,15.120659202829598,76.88965181681992,2026-04-21,09:05:24,36,Male,SUS-0564,25,Male,1,47,Chargesheeted,High,100431.98,Medium
FIR-2026-11997,Cyber Bullying,Cyber Crimes,Kalaburagi,Chowk PS,17.276576998689812,76.87206608765692,2025-08-20,00:29:58,20,Male,SUS-0339,17,Male,2,41,Chargesheeted,Low,25372.49,Medium
FIR-2025-11998,Online Fraud,Cyber Crimes,Shivamogga,Doddapet PS,14.01081464473467,75.57884143720979,2026-01-14,20:36:22,32,Female,SUS-0086,19,Male,0,54,Under Investigation,Low,19865.17,Low
FIR-2026-11999,Robbery,Property Crimes,Kalaburagi,Raghavendra Nagar PS,17.317785035068553,76.83343751528444,2024-04-27,02:28:00,58,Female,SUS-0186,40,Male,2,22,Under Investigation,Medium,8307.56,Medium
FIR-2026-12000,Theft,Property Crimes,Mangaluru,Pandeshwar PS,12.91378900222188,74.79150527527638,2025-02-18,09:57:06,53,Male,SUS-0308,39,Female,0,73,Chargesheeted,Low,10206.26,Low
FIR-2025-12001,Hacking,Cyber Crimes,Belagavi,Camp PS,15.87707079822643,74.4418333305725,2024-02-29,08:52:35,40,Male,SUS-0461,31,Male,1,52,Under Investigation,Low,117895.84,Low
FIR-2024-12002,Murder,Violent Crimes,Ballari,Cowlbazar PS,15.139961349355275,76.89341669214011,2026-04-09,09:42:40,8,Female,SUS-0030,42,Male,0,37,Under Investigation,Medium,0.0,Medium
FIR-2026-12003,Online Fraud,Cyber Crimes,Mangaluru,Urwa PS,12.894644329248365,74.85021070404325,2026-02-06,20:37:24,42,Male,SUS-0120,19,Male,0,56,Arrested,Medium,75673.65,Medium
FIR-2025-12004,Assault,Violent Crimes,Mangaluru,Barkur PS,12.933459578585598,74.87449383263491,2025-04-15,12:26:26,41,Male,SUS-0002,30,Male,0,60,Under Investigation,High,0.0,Medium
FIR-2025-12005,Online Fraud,Cyber Crimes,Bengaluru Urban,Indiranagar PS,12.926627703747146,77.69538832309505,2024-10-11,04:50:54,37,Male,SUS-0215,30,Male,0,62,Chargesheeted,Low,22167.14,Low
FIR-2024-12006,Substance Abuse,Narcotics,Hubballi-Dharwad,Gokul Road PS,15.379041908555168,75.12538645728229,2024-08-01,14:27:35,25,Male,SUS-0500,49,Female,2,57,Under Investigation,High,0.0,Medium
FIR-2024-12007,Robbery,Property Crimes,Belagavi,Khade Bazar PS,15.860696084523289,74.48582456069231,2026-06-03,10:09:40,70,Female,SUS-0408,19,Male,2,38,Under Investigation,Medium,69698.54,Medium
FIR-2026-12008,House Breaking,Property Crimes,Bengaluru Urban,Indiranagar PS,12.95475749001676,77.58993403012444,2024-08-04,11:04:29,42,Female,SUS-0370,27,Male,0,46,Chargesheeted,Medium,42667.66,Medium
FIR-2025-12009,Substance Abuse,Narcotics,Bengaluru Urban,Koramangala PS,13.022405936878659,77.5398531572592,2024-04-22,12:15:31,52,Female,SUS-0069,32,Male,3,73,Under Investigation,High,0.0,High
FIR-2025-12010,Phishing,Cyber Crimes,Bengaluru Urban,Cubbon Park PS,12.919246246319881,77.59256329078643,2025-09-19,05:40:11,41,Female,SUS-0385,33,Male,1,44,Chargesheeted,Low,17193.85,Low
FIR-2024-12011,Hacking,Cyber Crimes,Bengaluru Urban,Whitefield PS,12.98478502124699,77.631657925873,2025-09-14,10:00:11,32,Male,SUS-0352,22,Female,0,69,Closed,Low,73240.72,Low
FIR-2024-12012,Vehicle Theft,Property Crimes,Bengaluru Urban,Whitefield PS,13.02657246482617,77.60231136310897,2026-03-09,08:56:35,36,Female,SUS-0185,40,Female,0,59,Under Investigation,Medium,73560.91,Low
FIR-2026-12013,Murder,Violent Crimes,Mysuru,Lashkar PS,12.293844910659216,76.64540865657014,2024-11-03,07:04:16,57,Female,SUS-0122,33,Male,2,56,Chargesheeted,High,0.0,Medium
FIR-2026-12014,Bribery,Economic Crimes,Shivamogga,Doddapet PS,13.940545879058089,75.53691170229743,2024-06-01,02:07:16,45,Female,SUS-0469,46,Male,0,53,Chargesheeted,Low,82377.44,Low
FIR-2025-12015,Tax Evasion,Economic Crimes,Hubballi-Dharwad,Suburban PS,15.310294895263668,75.1279594594816,2024-03-06,22:00:18,36,Male,SUS-0293,21,Male,0,49,Closed,Low,22632.21,Low
FIR-2025-12016,Murder,Violent Crimes,Bengaluru Urban,Cubbon Park PS,13.026295872552396,77.56622603016693,2024-04-07,01:44:33,60,Female,SUS-0062,27,Male,2,68,Under Investigation,High,0.0,Medium
FIR-2025-12017,Bribery,Economic Crimes,Bengaluru Urban,Indiranagar PS,12.978918306535709,77.68128068289938,2024-03-28,06:37:05,51,Female,SUS-0110,23,Male,0,53,Closed,Medium,47199.6,Medium
FIR-2026-12018,Stalking,Crimes Against Women,Belagavi,Khade Bazar PS,15.861509189644218,74.46117803264012,2024-06-23,03:51:00,38,Female,SUS-0080,32,Male,0,32,Under Investigation,Medium,0.0,Medium
FIR-2026-12019,Robbery,Property Crimes,Mysuru,Vidyaranyapuram PS,12.353225931416747,76.60756009133522,2025-10-08,10:48:29,40,Female,SUS-0562,50,Male,1,40,Under Investigation,Medium,171085.07,Medium
FIR-2025-12020,Phishing,Cyber Crimes,Davanagere,KTJ Nagar PS,14.442539153571657,75.92257976093109,2025-11-03,05:45:47,8,Male,SUS-0037,23,Male,1,39,Chargesheeted,Low,87468.85,Low
FIR-2024-12021,Drug Possession,Narcotics,Belagavi,Camp PS,15.883540477536831,74.49764189604888,2025-03-18,22:21:58,20,Male,SUS-0331,40,Female,1,34,Under Investigation,High,0.0,Medium
FIR-2025-12022,Theft,Property Crimes,Kalaburagi,Raghavendra Nagar PS,17.31445999087728,76.8225855620157,2024-04-07,09:50:09,40,Male,SUS-0492,26,Male,0,29,Untraced,High,134108.51,Medium
FIR-2025-12023,Cyber Bullying,Cyber Crimes,Bengaluru Urban,Whitefield PS,12.943727430383055,77.60320143248549,2026-01-26,13:57:15,18,Female,SUS-0532,33,Female,1,37,Closed,Medium,117771.43,Medium
FIR-2024-12024,Theft,Property Crimes,Belagavi,Khade Bazar PS,15.87847063416525,74.46246790676548,2024-02-08,10:14:55,43,Female,SUS-0204,34,Male,4,41,Untraced,Low,2783.18,Medium
FIR-2026-12025,Theft,Property Crimes,Bengaluru Urban,Koramangala PS,12.944364337071205,77.58709563421422,2024-04-07,02:07:48,23,Female,SUS-0306,39,Male,0,61,Chargesheeted,Medium,27507.62,Low
FIR-2024-12026,Tax Evasion,Economic Crimes,Tumakuru,Kyathsandra PS,13.282338847175872,77.0650551696454,2025-10-19,03:50:13,29,Female,SUS-0567,27,Male,1,59,Under Investigation,High,175628.19,Medium
FIR-2025-12027,House Breaking,Property Crimes,Mangaluru,Urwa PS,12.867130882808706,74.86692355434118,2024-12-07,06:19:11,19,Male,SUS-0306,39,Male,0,64,Chargesheeted,Low,90621.92,Low
FIR-2024-12028,Robbery,Property Crimes,Bengaluru Urban,Indiranagar PS,12.980593975548212,77.56540106419693,2024-09-27,13:12:17,40,Male,SUS-0598,36,Female,5,43,Under Investigation,Medium,239497.67,High
FIR-2025-12029,House Breaking,Property Crimes,Bengaluru Urban,Cubbon Park PS,12.931663582398535,77.61680687075915,2025-10-02,18:35:40,20,Male,SUS-0484,34,Male,0,49,Chargesheeted,Medium,25173.06,Medium
FIR-2024-12030,Drug Trafficking,Narcotics,Bengaluru Urban,Whitefield PS,12.978957173050864,77.58944321167975,2025-12-05,12:23:52,29,Male,SUS-0068,31,Male,0,72,Under Investigation,High,0.0,Medium
FIR-2025-12031,Identity Theft,Cyber Crimes,Belagavi,Market PS,15.816560737608519,74.48628305916179,2025-01-13,16:03:39,30,Male,SUS-0108,46,Male,0,53,Closed,Low,81397.5,Low
FIR-2025-12032,Money Laundering,Economic Crimes,Bengaluru Urban,Indiranagar PS,12.982233985940331,77.6077463799269,2024-09-12,18:44:23,38,Female,SUS-0423,26,Male,1,82,Under Investigation,Low,47994.81,Low
FIR-2025-12033,Domestic Violence,Crimes Against Women,Mangaluru,Barkur PS,13.009758106514083,74.86483084873686,2026-01-06,10:13:35,50,Female,SUS-0418,33,Male,1,72,Under Investigation,Medium,0.0,Medium
FIR-2026-12034,Tax Evasion,Economic Crimes,Bengaluru Urban,Jayanagar PS,13.025298395576268,77.64143985972817,2024-12-13,04:18:12,37,Male,SUS-0398,20,Male,0,62,Chargesheeted,Medium,76947.51,Low
FIR-2025-12035,Robbery,Property Crimes,Belagavi,Market PS,15.825436719235238,74.51360353491404,2024-12-12,02:10:41,41,Female,SUS-0429,34,Female,0,52,Arrested,High,204639.53,Medium
FIR-2026-12036,Phishing,Cyber Crimes,Davanagere,Extension PS,14.435506655045991,75.93944216451263,2024-11-27,13:35:21,44,Female,SUS-0253,42,Male,0,35,Under Investigation,Low,86691.63,Low
FIR-2024-12037,Hacking,Cyber Crimes,Kalaburagi,Station Bazar PS,17.35665777561401,76.74807256961539,2026-01-18,15:37:40,25,Male,SUS-0560,39,Male,2,22,Chargesheeted,Low,40825.75,Medium
FIR-2024-12038,Identity Theft,Cyber Crimes,Kalaburagi,Station Bazar PS,17.360682532175296,76.8390180068357,2026-05-31,16:05:06,29,Male,SUS-0528,53,Male,0,40,Under Investigation,Low,60984.95,Low
FIR-2024-12039,Online Fraud,Cyber Crimes,Bengaluru Urban,Koramangala PS,13.023407847076031,77.59821015569379,2024-09-07,15:51:13,57,Male,SUS-0068,31,Male,0,39,Chargesheeted,Medium,22787.46,Medium
FIR-2024-12040,Domestic Violence,Crimes Against Women,Bengaluru Urban,Koramangala PS,12.95862269673006,77.67466302980519,2024-10-07,15:35:57,18,Female,SUS-0126,42,Male,2,45,Chargesheeted,Medium,0.0,Medium
FIR-2024-12041,Theft,Property Crimes,Belagavi,Market PS,15.82710479813101,74.44878268981415,2024-05-14,09:25:50,19,Male,SUS-0305,26,Male,0,43,Chargesheeted,Medium,43148.43,Medium
FIR-2024-12042,House Breaking,Property Crimes,Mysuru,Krishnaraja PS,12.229410585544738,76.58914855834372,2025-10-19,20:10:24,25,Male,SUS-0406,28,Male,1,68,Chargesheeted,Medium,60451.4,Medium
FIR-2026-12043,Identity Theft,Cyber Crimes,Mysuru,Lashkar PS,12.249453796107083,76.69558047233693,2025-04-16,18:55:51,61,Female,SUS-0308,39,Female,0,53,Chargesheeted,Low,61568.67,Low
FIR-2026-12044,Theft,Property Crimes,Bengaluru Urban,Whitefield PS,13.017145557987487,77.48779328266514,2025-06-01,03:11:41,34,Female,SUS-0393,17,Male,0,61,Arrested,Medium,9774.43,Low
FIR-2024-12045,Extortion,Violent Crimes,Bengaluru Urban,Jayanagar PS,12.989244179374682,77.62389956165624,2025-02-23,00:26:43,56,Female,SUS-0347,42,Male,0,36,Chargesheeted,Medium,0.0,Medium
FIR-2024-12046,Tax Evasion,Economic Crimes,Bengaluru Urban,Cubbon Park PS,12.92537495509938,77.61747073051887,2024-04-20,11:50:49,8,Male,SUS-0392,16,Male,3,43,Under Investigation,High,118760.08,High
